,ACCT_ID_M,CUST_ID,STREAMING_SERVICE,ACCT_TYPE,SERVICE_TYPE,CONT_TENURE_MTHS,CUSTOMER_AGE,NUM_CUSTOMER_BILLABLE_ACCOUNTS,CONSUME_SPORTS_SUBSIDISED,TOTAL_DISCOUNT_PERCENT
637101,1431305,8010167,STAN,INDIVIDUAL,ENTERTAINMENT,144,73.0,2,0,28
330522,23258823,162027161,STAN,INDIVIDUAL,SPORTS,18,31.0,3,1,0
2104101,15243105,17145518,NETFLIX,INDIVIDUAL,SPORTS,74,76.0,1,0,16
369279,25184357,1209908,STAN,INDIVIDUAL,SPORTS,3,59.0,1,0,0
1583036,17762409,20808602,NETFLIX,INDIVIDUAL,SPORTS,63,57.0,2,0,0
162855,11206349,14100875,NETFLIX,INDIVIDUAL,SPORTS,110,57.0,2,0,4
1540917,24130097,162306329,NETFLIX,INDIVIDUAL,ENTERTAINMENT,11,34.0,2,0,17
441005,25031251,173129513,AMAZON PRIME,INDIVIDUAL,SPORTS,3,31.0,2,0,0
335047,23749881,167235920,AMAZON PRIME,INDIVIDUAL,SPORTS,14,61.0,1,0,14
1576148,22286957,6386828,NETFLIX,INDIVIDUAL,SPORTS,26,40.0,1,0,17
386026,24733935,170235332,NETFLIX,INDIVIDUAL,ENTERTAINMENT,6,40.0,2,0,16
744739,18070389,13052336,STAN,INDIVIDUAL,SPORTS,61,61.0,2,0,0
598661,18123487,23594489,STAN,INDIVIDUAL,ENTERTAINMENT,61,88.0,1,0,11
1250440,25001281,16584617,NETFLIX,INDIVIDUAL,SPORTS,6,56.0,1,1,0
336228,9883559,15528467,STAN,INDIVIDUAL,ENTERTAINMENT,72,45.0,2,0,28
905356,14408735,15252674,STAN,INDIVIDUAL,ENTERTAINMENT,109,64.0,1,0,14
2148684,24892315,170876351,NETFLIX,INDIVIDUAL,SPORTS,4,48.0,2,0,0
628211,23810473,167347712,STAN,INDIVIDUAL,SPORTS,14,52.0,2,0,13
492602,14087751,10068518,STAN,INDIVIDUAL,SPORTS,147,58.0,2,0,0
2343389,16766865,17649443,STAN,INDIVIDUAL,SPORTS,80,61.0,2,0,0
563875,17170873,20271665,NETFLIX,INDIVIDUAL,SPORTS,68,74.0,2,0,0
1960620,3805687,9031724,NETFLIX,INDIVIDUAL,SPORTS,113,52.0,1,0,4
879641,4988929,2260067,STAN,INDIVIDUAL,SPORTS,146,75.0,1,1,0
2282409,19541285,119907170,NETFLIX,INDIVIDUAL,SPORTS,50,27.0,2,0,0
863927,23140547,161040920,STAN,INDIVIDUAL,SPORTS,19,38.0,2,0,0
323070,21883497,558704,STAN,INDIVIDUAL,SPORTS,29,43.0,2,0,0
855419,20915895,19568426,STAN,INDIVIDUAL,SPORTS,38,59.0,2,0,0
650682,12556873,1890545,NETFLIX,INDIVIDUAL,SPORTS,111,71.0,7,0,22
1284337,24407191,168842672,NETFLIX,INDIVIDUAL,SPORTS,11,29.0,2,0,0
1458234,7637273,6655100,NETFLIX,INDIVIDUAL,SPORTS,111,101.0,2,0,0
304653,2347811,487628,NETFLIX,INDIVIDUAL,ENTERTAINMENT,147,38.0,1,0,0
540303,15689245,821441,NETFLIX,INDIVIDUAL,SPORTS,112,79.0,1,0,0
1991714,20574091,19318697,NETFLIX,FAMILY ACCT,SPORTS,34,,1,0,26
526070,462345,19721669,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,112,45.0,2,0,16
1323875,24557789,169375442,AMAZON PRIME,INDIVIDUAL,SPORTS,8,58.0,2,0,0
1922512,18658347,69202565,NETFLIX,INDIVIDUAL,ENTERTAINMENT,64,23.0,1,0,11
761002,4018037,11219381,NETFLIX,INDIVIDUAL,SPORTS,112,,1,0,0
1431415,23208853,166165934,NETFLIX,INDIVIDUAL,SPORTS,18,42.0,2,0,0
936876,25436229,174125399,STAN,INDIVIDUAL,SPORTS,1,48.0,1,0,0
1212532,25588925,174366644,NETFLIX,INDIVIDUAL,SPORTS,3,49.0,1,0,0
996415,19966185,9176291,NETFLIX,INDIVIDUAL,ENTERTAINMENT,47,37.0,2,0,20
1111840,12591381,6661769,STAN,INDIVIDUAL,ENTERTAINMENT,78,40.0,2,0,14
1860419,9613837,4884725,STAN,INDIVIDUAL,SPORTS,80,47.0,2,0,34
1623952,14227667,57773,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,147,53.0,2,0,8
2181103,7549027,12760649,STAN,INDIVIDUAL,ENTERTAINMENT,147,40.0,2,0,2
874825,18805287,69358646,STAN,INDIVIDUAL,ENTERTAINMENT,54,50.0,1,0,11
2160959,17301055,20390858,STAN,INDIVIDUAL,ENTERTAINMENT,66,60.0,2,0,28
812395,12309267,4025768,STAN,INDIVIDUAL,SPORTS,140,35.0,2,0,0
1228926,25264837,168191513,NETFLIX,INDIVIDUAL,ENTERTAINMENT,2,43.0,5,0,16
62143,23371099,166545878,STAN,INDIVIDUAL,SPORTS,17,62.0,1,0,0
228069,14242047,5803718,NETFLIX,INDIVIDUAL,SPORTS,110,48.0,2,0,12
1594942,1983687,16061210,NETFLIX,INDIVIDUAL,SPORTS,111,76.0,1,0,22
585997,15265769,3982883,STAN,INDIVIDUAL,SPORTS,86,56.0,2,0,34
2151135,24542145,169359479,STAN,INDIVIDUAL,ENTERTAINMENT,8,28.0,2,0,24
1293914,40061,328730,STAN,FAMILY ACCT,ENTERTAINMENT,79,,2,0,22
1704239,511,10431803,STAN,INDIVIDUAL,SPORTS,132,37.0,2,0,25
1552704,16112381,1519064,NETFLIX,INDIVIDUAL,SPORTS,111,65.0,1,0,0
287044,12802801,1803293,STAN,INDIVIDUAL,SPORTS,112,51.0,2,0,25
2197775,11531865,566687,NETFLIX,INDIVIDUAL,SPORTS,113,72.0,1,0,12
82544,22467175,151308464,STAN,INDIVIDUAL,ENTERTAINMENT,24,30.0,2,0,11
55708,25609581,20808512,PARAMOUNT,INDIVIDUAL,ENTERTAINMENT,9,26.0,2,0,0
390902,3027799,8253464,STAN,INDIVIDUAL,SPORTS,144,49.0,2,0,0
1300243,12354867,8679026,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,52.0,2,0,0
250629,4262503,3421928,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,68.0,2,0,11
2260540,24877267,170780888,DISNEY,INDIVIDUAL,SPORTS,5,46.0,1,0,0
1109383,3245323,6110156,STAN,INDIVIDUAL,SPORTS,114,54.0,2,0,25
37744,23138183,165988022,STAN,INDIVIDUAL,SPORTS,19,51.0,4,0,0
1350644,19638389,120349970,DISNEY,INDIVIDUAL,SPORTS,49,82.0,1,1,16
1064552,23821153,1996811,NETFLIX,INDIVIDUAL,SPORTS,14,35.0,2,0,16
614581,10327485,8523464,AMAZON PRIME,INDIVIDUAL,SPORTS,82,30.0,2,1,0
857593,20608737,150815297,NETFLIX,INDIVIDUAL,SPORTS,41,34.0,2,0,0
1057424,16900919,19825517,NETFLIX,INDIVIDUAL,ENTERTAINMENT,70,34.0,2,0,8
1281833,18597021,14313332,NETFLIX,INDIVIDUAL,ENTERTAINMENT,57,41.0,2,0,14
883374,24110635,168033200,NETFLIX,INDIVIDUAL,SPORTS,11,33.0,2,0,0
499725,24801757,11014574,STAN,INDIVIDUAL,ENTERTAINMENT,7,47.0,2,0,0
2238490,23490129,164633558,NETFLIX,INDIVIDUAL,SPORTS,16,34.0,1,0,24
1975405,16052931,4744181,STAN,INDIVIDUAL,SPORTS,145,67.0,2,0,10
2292513,4591919,15163883,STAN,INDIVIDUAL,ENTERTAINMENT,86,57.0,2,0,34
993224,25215925,173563094,STAN,INDIVIDUAL,ENTERTAINMENT,2,63.0,2,0,33
2291221,12733559,14929931,NETFLIX,INDIVIDUAL,SPORTS,112,73.0,2,0,0
2109380,21655815,162031592,AMAZON PRIME,FAMILY ACCT,SPORTS,33,50.0,3,0,14
1946765,23720383,16921352,STAN,INDIVIDUAL,ENTERTAINMENT,14,,5,0,34
1251348,25276897,173671661,STAN,INDIVIDUAL,ENTERTAINMENT,2,24.0,2,0,36
468701,3198247,18212417,STAN,INDIVIDUAL,SPORTS,146,49.0,2,0,0
117346,8820661,6851015,NETFLIX,INDIVIDUAL,SPORTS,94,74.0,2,0,15
2322334,5662911,290,NETFLIX,INDIVIDUAL,SPORTS,97,73.0,2,0,0
982236,2675057,5463599,NETFLIX,INDIVIDUAL,SPORTS,111,73.0,2,0,0
676743,17627789,8196716,STAN,INDIVIDUAL,ENTERTAINMENT,74,34.0,1,0,16
434909,10891961,4202897,NETFLIX,INDIVIDUAL,SPORTS,112,64.0,1,0,20
629560,8870181,9990434,STAN,INDIVIDUAL,SPORTS,148,60.0,2,0,0
737280,24964831,171158993,STAN,INDIVIDUAL,SPORTS,4,40.0,1,0,0
288448,22520225,163979468,STAN,INDIVIDUAL,ENTERTAINMENT,24,29.0,1,0,13
1310575,19732095,123670730,DISNEY,INDIVIDUAL,SPORTS,49,40.0,1,0,28
1565754,14689273,3084845,AMAZON PRIME,INDIVIDUAL,SPORTS,147,78.0,1,0,0
1911495,22823771,162565037,NETFLIX,INDIVIDUAL,ENTERTAINMENT,21,28.0,2,0,8
1109008,19140855,69699836,STAN,INDIVIDUAL,SPORTS,52,70.0,2,0,34
1486735,24444517,125526023,NETFLIX,INDIVIDUAL,SPORTS,9,25.0,2,0,0
682957,25043865,14565659,NETFLIX,INDIVIDUAL,ENTERTAINMENT,1,33.0,11,0,16
621058,20560329,150632897,NETFLIX,INDIVIDUAL,SPORTS,41,48.0,1,0,0
813101,21340379,161202902,STAN,INDIVIDUAL,SPORTS,34,71.0,2,0,0
1831795,22366687,20104088,STAN,INDIVIDUAL,SPORTS,25,60.0,1,0,0
157177,8455569,4019960,STAN,INDIVIDUAL,ENTERTAINMENT,113,56.0,2,0,27
2068156,22495541,164376950,STAN,INDIVIDUAL,ENTERTAINMENT,25,75.0,2,0,13
1537827,1104349,13723187,STAN,INDIVIDUAL,ENTERTAINMENT,80,40.0,2,0,29
479972,25327407,169178975,NETFLIX,INDIVIDUAL,SPORTS,1,44.0,2,0,0
949993,12550231,9940250,NETFLIX,INDIVIDUAL,SPORTS,112,74.0,1,0,4
110403,23413427,120288908,NETFLIX,INDIVIDUAL,ENTERTAINMENT,16,30.0,1,0,8
1715954,4466455,16618913,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,68.0,2,0,8
385362,25528959,174297863,NETFLIX,INDIVIDUAL,SPORTS,2,28.0,1,0,0
304127,15938445,17120909,NETFLIX,INDIVIDUAL,SPORTS,75,63.0,1,0,3
621444,15376235,16831838,STAN,INDIVIDUAL,ENTERTAINMENT,148,56.0,2,0,24
437504,15209131,5479352,NETFLIX,INDIVIDUAL,SPORTS,125,58.0,1,1,0
1486076,24392727,168839906,NETFLIX,INDIVIDUAL,SPORTS,10,72.0,1,0,0
2182198,21522387,161758403,DISNEY,FAMILY ACCT,SPORTS,32,,3,0,13
1338620,23711125,167169113,PARAMOUNT,INDIVIDUAL,SPORTS,15,20.0,1,0,12
890045,15173309,9350831,NETFLIX,FAMILY ACCT,SPORTS,113,,1,0,0
2220837,25177177,23971487,DISNEY,INDIVIDUAL,SPORTS,3,64.0,1,0,0
1511935,11176491,12190466,NETFLIX,INDIVIDUAL,SPORTS,116,36.0,1,0,11
777799,18213577,16310081,NETFLIX,INDIVIDUAL,SPORTS,59,47.0,1,0,0
2103502,13248125,18419828,AMAZON PRIME,INDIVIDUAL,SPORTS,84,83.0,2,0,23
617178,11269939,802499,STAN,INDIVIDUAL,ENTERTAINMENT,94,62.0,3,0,28
606499,23903273,19334093,STAN,INDIVIDUAL,ENTERTAINMENT,13,68.0,2,0,24
1186683,10296133,5194217,NETFLIX,INDIVIDUAL,SPORTS,111,74.0,1,0,28
2225288,7489409,6973967,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,69.0,3,0,8
1121373,17638653,17276687,STAN,FAMILY ACCT,SPORTS,64,,1180,0,0
492685,5468355,2753099,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,44.0,2,0,8
2160141,22606311,3103634,STAN,INDIVIDUAL,SPORTS,23,48.0,2,0,0
514887,24829459,164584205,STAN,INDIVIDUAL,SPORTS,5,25.0,4,1,0
1181538,10126309,14733350,STAN,INDIVIDUAL,ENTERTAINMENT,146,58.0,1,0,0
1387832,21089433,155694098,STAN,INDIVIDUAL,SPORTS,37,73.0,2,0,0
927131,5978353,16506455,STAN,INDIVIDUAL,ENTERTAINMENT,147,49.0,2,0,23
1947212,23002829,12480071,NETFLIX,INDIVIDUAL,ENTERTAINMENT,19,97.0,2,0,8
1139985,24768399,170274515,STAN,INDIVIDUAL,SPORTS,6,18.0,2,0,0
1514361,18629391,2966201,NETFLIX,FAMILY ACCT,SPORTS,57,,1,0,22
1285393,19174737,9507788,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,49,81.0,2,0,14
369342,23141825,166008809,STAN,INDIVIDUAL,ENTERTAINMENT,19,38.0,2,0,11
1229642,23406877,166006115,STAN,INDIVIDUAL,SPORTS,16,59.0,2,0,11
1451061,25164941,173444420,DISNEY,INDIVIDUAL,SPORTS,3,50.0,1,0,0
1294124,22733629,22545887,STAN,INDIVIDUAL,ENTERTAINMENT,22,31.0,1,0,13
65044,17487093,20566790,NETFLIX,INDIVIDUAL,SPORTS,66,63.0,1,0,20
2225135,19603245,1413329,NETFLIX,INDIVIDUAL,ENTERTAINMENT,46,57.0,1,0,27
1614786,25361249,173870384,NETFLIX,INDIVIDUAL,SPORTS,2,34.0,1,0,0
91655,23123811,11198891,NETFLIX,INDIVIDUAL,ENTERTAINMENT,18,60.0,2,0,8
2039003,23436047,69572162,NETFLIX,INDIVIDUAL,SPORTS,16,47.0,1,1,0
1720763,25317833,173715779,STAN,INDIVIDUAL,SPORTS,3,51.0,1,1,0
578426,18133535,23599316,NETFLIX,FAMILY ACCT,SPORTS,65,,1,0,22
260297,25089151,173305694,NETFLIX,INDIVIDUAL,SPORTS,3,31.0,2,0,0
933096,10565829,9617984,STAN,INDIVIDUAL,SPORTS,97,67.0,2,0,40
1451338,22850797,5460953,NETFLIX,FAMILY ACCT,SPORTS,21,,4,0,0
691976,3043905,4618472,NETFLIX,INDIVIDUAL,SPORTS,110,64.0,1,0,0
628373,23591689,14289158,STAN,INDIVIDUAL,SPORTS,15,42.0,1,0,13
476289,5596445,14474363,NETFLIX,INDIVIDUAL,SPORTS,112,38.0,1,0,0
167200,24468075,169240970,NETFLIX,INDIVIDUAL,SPORTS,13,51.0,1,0,0
394923,10348379,5074304,AMAZON PRIME,INDIVIDUAL,ENTERTAINMENT,83,60.0,2,0,16
1296158,18427947,15457226,STAN,INDIVIDUAL,SPORTS,59,40.0,2,0,14
207540,21827067,162546074,NETFLIX,INDIVIDUAL,SPORTS,30,49.0,2,0,16
1303333,25129631,23582447,NETFLIX,INDIVIDUAL,SPORTS,3,27.0,2,0,0
1664380,21852787,9372560,NETFLIX,INDIVIDUAL,ENTERTAINMENT,29,40.0,2,0,8
244590,21893321,69449090,STAN,INDIVIDUAL,SPORTS,29,49.0,2,0,0
1639097,12872127,14461685,NETFLIX,FAMILY ACCT,SPORTS,80,,5,0,18
2118164,2690037,16871213,STAN,INDIVIDUAL,SPORTS,83,48.0,2,0,36
136627,16777683,17461334,NETFLIX,INDIVIDUAL,SPORTS,113,58.0,1,1,0
2277000,23942393,167660273,NETFLIX,INDIVIDUAL,ENTERTAINMENT,10,34.0,4,0,16
2179520,14644043,5326010,STAN,FAMILY ACCT,SPORTS,145,,1,0,23
2200518,21131901,160403426,NETFLIX,INDIVIDUAL,SPORTS,36,54.0,2,0,0
1113013,19960409,10597475,STAN,INDIVIDUAL,ENTERTAINMENT,47,43.0,2,0,28
1108803,18010863,22549238,NETFLIX,INDIVIDUAL,ENTERTAINMENT,60,39.0,2,0,11
157270,2506419,5914097,NETFLIX,INDIVIDUAL,SPORTS,109,71.0,2,0,18
1795100,19326505,69887015,NETFLIX,INDIVIDUAL,SPORTS,51,35.0,2,0,28
1304558,23808653,167352014,PARAMOUNT,FAMILY ACCT,SPORTS,13,,2,0,10
1138777,25430103,20267777,STAN,INDIVIDUAL,SPORTS,2,63.0,1,0,0
1705272,3219275,16229342,AMAZON PRIME,INDIVIDUAL,SPORTS,142,46.0,2,0,7
1931782,20835863,151683608,STAN,INDIVIDUAL,SPORTS,40,32.0,2,0,36
1955221,22382365,19208984,STAN,INDIVIDUAL,ENTERTAINMENT,24,69.0,2,0,28
1392146,21783485,162392324,NETFLIX,INDIVIDUAL,ENTERTAINMENT,30,64.0,2,0,22
876241,18704685,69262589,STAN,INDIVIDUAL,ENTERTAINMENT,56,69.0,2,0,33
751426,10043951,8229479,NETFLIX,FAMILY ACCT,SPORTS,118,,1,0,18
990119,11841925,13276337,STAN,INDIVIDUAL,SPORTS,106,41.0,2,0,8
1567666,14187227,15634478,STAN,INDIVIDUAL,ENTERTAINMENT,112,49.0,2,0,15
1144098,12200853,19430258,NETFLIX,INDIVIDUAL,ENTERTAINMENT,113,88.0,2,0,8
234322,14184529,12707384,NETFLIX,INDIVIDUAL,SPORTS,109,55.0,2,0,20
492192,14266045,2133227,NETFLIX,INDIVIDUAL,SPORTS,93,70.0,2,0,17
741040,10489867,16041200,NETFLIX,INDIVIDUAL,SPORTS,94,47.0,2,0,0
1255322,14594155,7710440,AMAZON PRIME,INDIVIDUAL,SPORTS,97,35.0,2,0,20
1113825,2051149,16407314,STAN,INDIVIDUAL,ENTERTAINMENT,147,60.0,1,0,0
1357892,23235913,13307600,NETFLIX,INDIVIDUAL,SPORTS,18,33.0,2,0,0
1116435,16866741,6500474,STAN,INDIVIDUAL,SPORTS,146,74.0,2,0,2
1085840,24470399,9426731,NETFLIX,FAMILY ACCT,SPORTS,9,,12,0,0
225157,24009721,167797169,NETFLIX,INDIVIDUAL,SPORTS,13,61.0,1,0,0
1967181,23394547,15421103,NETFLIX,INDIVIDUAL,SPORTS,17,56.0,1,1,25
1079888,4200729,650306,NETFLIX,INDIVIDUAL,SPORTS,98,50.0,2,0,25
2034038,8852501,4256780,NETFLIX,INDIVIDUAL,ENTERTAINMENT,87,39.0,2,0,3
1961691,14671635,19264394,NETFLIX,INDIVIDUAL,SPORTS,112,61.0,1,1,28
1641727,19144385,6366920,STAN,INDIVIDUAL,SPORTS,51,46.0,2,0,0
2154233,1358465,10327628,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,63.0,2,0,4
716646,23268427,18527543,NETFLIX,INDIVIDUAL,SPORTS,23,40.0,2,0,18
880808,24988987,15864686,NETFLIX,INDIVIDUAL,ENTERTAINMENT,4,76.0,4,0,17
455647,20844445,2669753,DISNEY,FAMILY ACCT,SPORTS,39,,2,0,0
1928442,23543471,14938202,STAN,INDIVIDUAL,SPORTS,15,36.0,2,0,14
1752712,8492951,13505453,STAN,INDIVIDUAL,SPORTS,145,58.0,2,0,40
1115578,4417089,12570071,STAN,INDIVIDUAL,SPORTS,100,61.0,2,0,3
1673193,22854787,162725669,NETFLIX,INDIVIDUAL,SPORTS,21,35.0,2,1,0
1081831,13416173,8216753,NETFLIX,INDIVIDUAL,SPORTS,111,81.0,2,0,0
471294,22245785,163661246,NETFLIX,INDIVIDUAL,SPORTS,26,33.0,2,0,0
65787,18224399,23690270,NETFLIX,INDIVIDUAL,ENTERTAINMENT,60,53.0,2,0,8
2034108,3308653,7464023,NETFLIX,INDIVIDUAL,SPORTS,112,72.0,1,0,0
294595,24418873,12281567,STAN,INDIVIDUAL,ENTERTAINMENT,9,43.0,4,0,0
663743,24156389,168188342,NETFLIX,INDIVIDUAL,ENTERTAINMENT,11,26.0,2,0,16
1148678,4230265,11325827,NETFLIX,INDIVIDUAL,SPORTS,104,46.0,2,0,0
311484,21984193,163026647,NETFLIX,FAMILY ACCT,SPORTS,21,84.0,1,0,17
1843233,13903347,2269289,NETFLIX,INDIVIDUAL,SPORTS,111,78.0,2,0,0
834584,601767,6140090,STAN,INDIVIDUAL,SPORTS,85,47.0,2,0,25
942339,5859975,507695,STAN,INDIVIDUAL,SPORTS,147,22.0,1,1,10
1880484,3095835,8009681,NETFLIX,INDIVIDUAL,SPORTS,112,84.0,1,0,25
2114028,24002817,167792312,STAN,INDIVIDUAL,ENTERTAINMENT,16,52.0,1,0,30
1641620,7799203,19081370,NETFLIX,INDIVIDUAL,SPORTS,111,86.0,1,0,0
1908742,25537757,174306323,STAN,INDIVIDUAL,SPORTS,1,49.0,1,1,0
1193193,25211449,173556023,STAN,INDIVIDUAL,ENTERTAINMENT,2,33.0,2,0,33
2052991,16351713,11979545,NETFLIX,INDIVIDUAL,SPORTS,116,76.0,1,0,20
2183829,23614469,11066255,NETFLIX,INDIVIDUAL,SPORTS,15,,7,0,24
901836,24477541,169246907,NETFLIX,FAMILY ACCT,ENTERTAINMENT,7,,1,0,36
613022,22078433,16311056,NETFLIX,INDIVIDUAL,ENTERTAINMENT,28,38.0,2,0,18
2319009,9134429,15259724,AMAZON PRIME,INDIVIDUAL,SPORTS,148,83.0,2,1,3
398747,19910907,124402763,NETFLIX,INDIVIDUAL,SPORTS,48,74.0,1,0,0
1388112,4773697,11421488,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,70.0,2,0,4
2126532,1702759,4644950,NETFLIX,INDIVIDUAL,SPORTS,112,77.0,1,0,28
1252755,2566587,1033448,NETFLIX,INDIVIDUAL,SPORTS,78,39.0,2,0,25
1880012,15451085,14417642,NETFLIX,INDIVIDUAL,ENTERTAINMENT,93,50.0,2,0,8
2299593,13742299,15145268,STAN,INDIVIDUAL,ENTERTAINMENT,146,68.0,2,0,28
738506,24851769,170573708,STAN,INDIVIDUAL,SPORTS,5,53.0,2,0,0
1557674,5562179,481700,NETFLIX,INDIVIDUAL,ENTERTAINMENT,74,55.0,1,0,11
2073437,6500655,15999656,STAN,INDIVIDUAL,ENTERTAINMENT,102,76.0,2,0,16
2158605,52123,19410887,NETFLIX,INDIVIDUAL,SPORTS,112,56.0,1,0,0
277265,24536553,7255802,STAN,INDIVIDUAL,SPORTS,8,54.0,2,0,0
694685,9402421,4350257,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,57.0,2,0,18
503692,13845479,4618160,NETFLIX,INDIVIDUAL,SPORTS,112,42.0,2,0,0
393184,19596543,11089319,NETFLIX,INDIVIDUAL,SPORTS,49,67.0,1,0,0
1099932,8731303,19432685,STAN,INDIVIDUAL,SPORTS,112,71.0,2,0,25
771430,22983693,163025549,STAN,INDIVIDUAL,ENTERTAINMENT,18,34.0,2,0,28
2091792,24117971,10173281,NETFLIX,INDIVIDUAL,SPORTS,11,40.0,2,0,0
2221199,25122567,173394458,STAN,INDIVIDUAL,SPORTS,3,27.0,1,0,0
1497744,6717227,10603541,NETFLIX,INDIVIDUAL,ENTERTAINMENT,110,61.0,2,0,17
726091,20670709,16910447,STAN,INDIVIDUAL,SPORTS,39,38.0,2,0,30
1622946,17722265,20775095,DISNEY,INDIVIDUAL,SPORTS,64,54.0,1,0,14
338863,19666891,9921458,STAN,INDIVIDUAL,SPORTS,49,78.0,2,1,36
1304613,24032649,167858519,STAN,INDIVIDUAL,ENTERTAINMENT,10,47.0,2,0,0
669505,16197193,19010993,NETFLIX,INDIVIDUAL,ENTERTAINMENT,74,71.0,2,0,8
1394812,23839175,151227725,STAN,INDIVIDUAL,SPORTS,13,35.0,2,0,14
956121,24432175,19828673,NETFLIX,INDIVIDUAL,SPORTS,9,50.0,2,0,0
1020002,17643073,6423629,STAN,INDIVIDUAL,SPORTS,65,72.0,5,1,0
1316668,21046293,6084962,STAN,INDIVIDUAL,SPORTS,37,77.0,2,0,0
1251749,24330963,168743792,STAN,INDIVIDUAL,SPORTS,9,31.0,2,0,0
1663299,7645051,16755860,DISNEY,INDIVIDUAL,SPORTS,98,42.0,1,0,0
996167,22779215,2322692,NETFLIX,INDIVIDUAL,ENTERTAINMENT,22,56.0,2,0,8
1857867,25425417,16016891,DISNEY,INDIVIDUAL,SPORTS,3,64.0,1,0,0
2011223,20495177,150567557,STAN,INDIVIDUAL,SPORTS,42,50.0,2,0,32
358877,1335355,6175562,STAN,INDIVIDUAL,SPORTS,96,56.0,1,0,0
1176424,25574351,12315482,NETFLIX,INDIVIDUAL,SPORTS,1,73.0,4,1,0
522652,8829551,4603844,NETFLIX,INDIVIDUAL,SPORTS,110,83.0,1,0,0
363399,15595153,8072159,STAN,INDIVIDUAL,ENTERTAINMENT,148,71.0,2,0,8
1838139,24109867,168031316,NETFLIX,INDIVIDUAL,SPORTS,11,29.0,1,0,0
1307787,20799747,12593663,NETFLIX,INDIVIDUAL,ENTERTAINMENT,39,48.0,1,0,8
1645833,3719855,5748083,STAN,FAMILY ACCT,ENTERTAINMENT,135,,2,0,6
1259789,18849821,17877896,NETFLIX,INDIVIDUAL,SPORTS,54,61.0,2,0,0
1039625,21523771,1370705,DISNEY,INDIVIDUAL,SPORTS,33,42.0,1,0,0
1794060,13908367,13293260,NETFLIX,INDIVIDUAL,SPORTS,112,69.0,1,0,0
1407898,12869945,5019581,NETFLIX,INDIVIDUAL,ENTERTAINMENT,111,79.0,1,0,0
712511,2390563,8648189,STAN,INDIVIDUAL,ENTERTAINMENT,111,49.0,2,0,34
2076707,24625837,169771736,STAN,INDIVIDUAL,SPORTS,7,27.0,2,0,0
213907,7984041,19501205,NETFLIX,INDIVIDUAL,SPORTS,111,71.0,1,0,17
722371,9296427,19239776,NETFLIX,INDIVIDUAL,SPORTS,86,,1,0,18
70221,15924083,7127240,STAN,INDIVIDUAL,SPORTS,112,56.0,2,0,7
1585290,11163891,1544531,NETFLIX,INDIVIDUAL,SPORTS,111,44.0,2,0,0
590594,23205331,212522,NETFLIX,INDIVIDUAL,SPORTS,17,59.0,1,0,0
764300,24062577,17254130,NETFLIX,INDIVIDUAL,ENTERTAINMENT,12,59.0,2,0,0
1682106,13135839,17770850,NETFLIX,INDIVIDUAL,SPORTS,110,88.0,1,0,0
1831968,12466075,10019165,NETFLIX,INDIVIDUAL,SPORTS,110,43.0,2,0,4
554482,23588139,166931165,STAN,INDIVIDUAL,SPORTS,14,58.0,1,0,13
908783,22107127,163336919,STAN,INDIVIDUAL,SPORTS,27,34.0,2,0,0
1964330,24427453,7135955,NETFLIX,INDIVIDUAL,SPORTS,11,42.0,2,0,0
242083,23228637,166207106,STAN,INDIVIDUAL,SPORTS,18,46.0,2,0,0
754717,23891369,167543273,STAN,INDIVIDUAL,SPORTS,13,32.0,2,0,13
272168,11576867,14092061,NETFLIX,INDIVIDUAL,ENTERTAINMENT,146,41.0,2,0,3
2282308,4573867,18688862,NETFLIX,INDIVIDUAL,SPORTS,80,66.0,5,0,18
1030294,25426343,174113540,STAN,INDIVIDUAL,ENTERTAINMENT,1,25.0,2,0,12
1032509,4514623,17154407,NETFLIX,INDIVIDUAL,ENTERTAINMENT,112,72.0,2,0,16
200174,18761713,17101394,STAN,INDIVIDUAL,ENTERTAINMENT,56,74.0,2,0,11
915405,3858967,18364493,STAN,INDIVIDUAL,SPORTS,147,47.0,3,0,38
1477668,13461985,2886584,STAN,INDIVIDUAL,SPORTS,72,32.0,2,0,25
608074,16921153,17591363,PARAMOUNT,INDIVIDUAL,ENTERTAINMENT,70,39.0,2,0,14
712340,13755867,18870371,STAN,INDIVIDUAL,SPORTS,146,67.0,2,0,0
1606783,15335545,18711821,STAN,INDIVIDUAL,SPORTS,131,40.0,2,0,25
841128,14635359,14538485,STAN,INDIVIDUAL,ENTERTAINMENT,69,60.0,4,0,11
1967513,23814943,164448821,NETFLIX,INDIVIDUAL,SPORTS,14,29.0,1,0,17
1844783,21322147,69157655,STAN,INDIVIDUAL,ENTERTAINMENT,34,63.0,2,0,34
